,Text
01:41:54, practices that aren't part of normal python so patching into classes instead of defining in classes liberal use of
01:42:00, delegates liberal use of uh you know double star keyboard Arun packing stuff like that um and then the second is the
01:42:09, uh you know not exactly eval but EV valish metaprogramming around interpreting Ian it's using the using
01:42:16, the symbol table as a dictionary yeah yeah I mean these are all things that you would kind of have in like an
01:42:22, advanced ith and course they're like for sure they're beyond loops and
01:42:28, conditionals and um I think they're all things that can
01:42:34, help people to like create stuff that otherwise might be hard to create or
01:42:40, might have otherwise required a lot of boiler plate so in general my approach to coding is
01:42:45, to um yeah not not right stuff that the computer should be able to figure out
01:42:52, for me and you can take a like you can take the same approach even if you're not quite
01:42:59, the Jeremy where instead of like importing from Fast core and from you know the tools LM library that you
01:43:06, written separately it's like oh like often I'll have a utils notebook right which is like oh there's things that are
01:43:11, completely orthogonal to like what I'm actually doing which is like a tool loop with a chat bot it's like oh I have a
01:43:16, thing for like getting the a list into a different format or a thing for reading
01:43:23, files and changing the image type and resizing it to a maximum size um you know you can still have the same idea
01:43:29, where like here's the main notebook this is me like implementing the pieces one by one maybe there's somewhere else where like oh there's a few utility
01:43:34, functions that are defined and documented in their own separate place so they don't clutter things up you know this more General like literate notebook
01:43:42, driven small example Atomic peace driven development doesn't require that you've written the fast core library but it's
01:43:49, helped Along by having those those pieces at hand yeah and also like in general like Fast core particularly
01:43:54, fastc core. Basics is designed to be like the things I feel like maybe could
01:44:00, have been in Python you know like I I almost never write any script or
01:44:06, notebook without importing from that and without using stuff that because I'm like things that I just think you use
01:44:13, all the time um I'll say like it's something I've definitely noticed there's two reactions I see to
01:44:23, people reading my code which you know as you say it's kind of like it's got a
01:44:28, particular flavor to it um and it's very intentionally not the same as everybody
01:44:34, else's some people get really angry and they're like why don't you just do everything
01:44:40, every the same way as everybody else and some people go like wow there's a bunch
01:44:46, of things here I haven't seen before I'm so excited this is an opportunity to learn those things and so like our
01:44:52, friend haml in particular you know this happens all the time he's just like oh I was just reading your source code to
01:44:57, that thing you did and I learned about this whole thing that's really helpful so I don't mind people can react in
01:45:04, either way stage in the video there likely in the second class
01:45:11, probably they would given up long ago I think also star star fuck. ars no if
01:45:18, people have other if people can relate it to things in other languages and it doesn't seem so alien like every time you do patch I'm just like okay it's a
01:45:24, swift extension or every time you you know there like a lot of these things have analogies in other yeah it's exactly Swift extension or in Ruby they
01:45:31, even call it monkey patching yeah but because it's like not built into the standard Library some python programmers
01:45:37, are like no you're not allowed to use the dynamic features of this Dynamic
01:45:44, language that were created to make it Dynamic anyo yeah nice so cool thank you
01:45:50, jery I think this is hopefully this is like the uh the ultra in-depth if you if you were reading the source code and you
01:45:56, wanted more I think you got all all the more you could want um yeah hopefully we
01:46:01, we might try and do these for a few other projects as well um work through the backlog of the little side things that haven't really been documented but
01:46:08, um yeah is there anything else you wanted to add for this or like introduce this series I
01:46:13, guess I mean series is probably too grander word you know I think it's just
01:46:20, like from my point of view I wanted an opportunity to uh mainly to hear from other folks at
01:46:30, answer. were about their work and so partly this is like my cunning plan is
01:46:35, to like if I do one maybe other people will feel some social pressure to do the same thing and they will then get to
01:46:42, learn more about their work um and Alexis and I have had a similar conversation and he's promised to teach
01:46:48, me about some of his work um soon as well so hopefully that be that will be happening soon and you know
01:46:56, also I think you know in
01:47:01, general answer. is a public benefit cooperation and hopefully this is
01:47:07, something that provides some level of public benefit to at least some people is there's no re like in a normal
01:47:13, company this is probably something that would be a private secret password protected internal series and here it's
01:47:20, like no there no need to do that other people can benefit too if they if
01:47:25, they want to um any of you have anything else to
01:47:31, add to to that my one thought is uh I think these
01:47:37, are a good idea and I think we should also explore the full range of durations so you know it's good to do deep Dives
01:47:43, on something that has depth to it it's also good to do shallow Dives uh on something that is uh you know quick and
01:47:51, might be trivial to the person who explaining it but is totally unfamiliar and therefore you know high value to the
01:47:56, person who hasn't seen it before and we can put those ones on Tik Tok too yes there we go let's let's let's
01:48:02, see who achieves the first Tik Tok like the explainer awesome thanks so thanks
01:48:09, everybody well done bye sure bye thanks
